,0
35267,898.9837179413926
35268,911.0179664294558
35269,928.8392464607005
35270,928.4522974943144
35271,937.4967146830089
35272,950.6350684575557
35273,960.1814933312755
35274,957.052800715323
35275,982.9812078899627
35276,1011.2622398750357
35277,1056.2800851725897
35278,1122.2707459215633
35279,1153.6696164545226
35280,1148.2417740998492
35281,1158.3598043494012
35282,1144.8006494781068
35283,1112.6039349442312
35284,1100.1410435328921
35285,1072.1046755940288
35286,1067.441387878791
35287,1067.1270066278066
35288,1074.0769872248113
35289,1085.0626519401455
35290,1091.5265212388465
35291,1091.3840772093308
35292,1094.671235359731
35293,1090.8844311557225
35294,1098.9960321739038
35295,1126.1444559798133
35296,1173.555795298826
35297,1199.6329517249449
35298,1222.6491852272336
35299,1254.0102898120244
35300,1286.3933033097733
35301,1275.7772640001976
35302,1231.1793020299
35303,1210.0715691501484
35304,1211.5116408625108
35305,1229.8165022264009
35306,1253.1206764689937
35307,1245.4845179365848
35308,1250.6079907055873
35309,1234.3697597617868
35310,1239.3649724100758
35311,1225.6491408311076
35312,1214.056724971305
35313,1209.4505814769625
35314,1209.3488473813552
35315,1206.3778725044956
35316,1204.218748187816
35317,1225.454316480996
35318,1227.5159464269852
35319,1234.6244057204133
35320,1192.8598060302982
35321,1238.0589644297027
35322,1277.8190635362726
35323,1312.528800662905
35324,1284.5919934367757
35325,1325.9436906595213
35326,1289.0005358313924
35327,1256.1673130636595
35328,1257.0819335943027
35329,1274.5703867334262
35330,1281.7112388661023
35331,1287.9039379513836
35332,1246.1967926240093
35333,1244.326124914571
35334,1226.657328730572
35335,1257.4598958054873
35336,1278.404659604108
35337,1288.6307464185863
35338,1318.1422852429139
35339,1345.7674388850814
35340,1340.2909060211623
35341,1366.7047156753595
35342,1443.7151820019583
35343,1466.582538050892
35344,1454.2682390481737
35345,1458.1021415899327
35346,1476.9790186253394
35347,1512.2810885996162
35348,1538.141492370662
35349,1545.2401185148601
35350,1517.9693103079833
35351,1508.4893448963733
35352,1507.6553035324896
35353,1525.5890595406004
35354,1515.406729062529
35355,1504.5713812881468
35356,1498.9791712704005
35357,1468.8025988058894
35358,1446.4884760413163
35359,1415.333695021403
35360,1399.2532331647546
35361,1393.0358879446871
35362,1385.5770027071171
35363,1402.6220915597173
35364,1437.0546452369176
35365,1433.7498754746548
35366,1425.958790021213
35367,1439.1508319525738
35368,1453.114011040132
35369,1462.712820041781
35370,1477.6272617685972
35371,1490.2192997133654
35372,1507.7154511362733
35373,1559.9734976983252
35374,1574.917586482201
35375,1559.2594397340542
35376,1521.7960475274203
35377,1528.838873889473
35378,1565.3953727585817
35379,1521.9205746722632
35380,1495.855644310459
35381,1474.0943104194425
35382,1478.834837138527
35383,1515.809041835796
35384,1512.9582403185796
35385,1520.0412474927632
35386,1542.2039162077747
35387,1546.7161800240806
35388,1532.252502306237
35389,1521.310229635641
35390,1527.3784974421037
35391,1540.0828939409237
35392,1546.2066678693825
35393,1539.6178953564456
35394,1542.8815048841632
35395,1543.7298849994372
35396,1535.451356693297
35397,1533.7818459324512
35398,1521.426566610891
35399,1541.810513138156
35400,1520.065594158235
35401,1533.5229970466225
35402,1550.381717042231
35403,1552.2471662738294
35404,1545.7101260136974
35405,1518.6007781718772
35406,1505.6466733328525
35407,1495.0949507207179
35408,1500.6741940191703
35409,1508.1576295345596
35410,1521.8212823766926
35411,1550.2551297964935
35412,1592.2436956151787
35413,1632.540953133326
35414,1610.4118075689983
35415,1622.6357259448048
35416,1645.0251499501135
35417,1710.2696241898939
35418,1756.1436157307207
35419,1781.6697470541617
35420,1801.485021448948
35421,1824.569411568042
35422,1845.624349845651
35423,1845.4410343112486
35424,1873.373694777736
35425,1864.9601316506055
35426,1844.457908592186
35427,1794.401419474038
35428,1691.2222900993615
35429,1671.0337971821793
35430,1647.6718047109093
35431,1655.515390441221
35432,1706.0527122530377
35433,1721.8304171552877
35434,1712.6566182769645
35435,1690.8426473912286
35436,1643.4338415948598
35437,1572.7053276523318
35438,1589.923455622387
35439,1607.0720173586158
35440,1624.0354899798833
35441,1675.87741480251
35442,1697.8053483169394
35443,1718.6807969232084
35444,1665.9733158886079
35445,1634.0747011361284
35446,1635.7210885258787
35447,1640.064833147838
35448,1631.8880000563402
35449,1631.7919513343156
35450,1617.6094449033878
35451,1598.5474106800948
35452,1582.4899792221356
35453,1580.809591018405
35454,1579.4505891774575
35455,1581.160162444117
35456,1588.8287958329793
35457,1594.5251489467173
35458,1607.6335198930533
35459,1622.7766855615355
35460,1625.5718491523846
35461,1625.1768997296197
35462,1618.3046251745177
35463,1633.5888430611876
35464,1649.100647115345
35465,1705.0297929172646
35466,1730.9248501555471
35467,1771.425625024682
35468,1810.3893967104138
35469,1822.4376017003683
35470,1825.9317270234276
35471,1768.3033524185985
35472,1756.54998006473
35473,1735.76778287189
35474,1739.6298208292849
35475,1733.8628140675592
35476,1737.6234428801395
35477,1727.570660193965
35478,1721.6164900492438
35479,1713.7974155742602
35480,1724.992722571402
35481,1727.540309170358
35482,1723.3116776268578
35483,1721.6491824132563
35484,1722.4713567903511
35485,1747.5442823632507
35486,1754.989357183111
35487,1826.1362197383878
35488,1816.6245845005888
35489,1818.824133059881
35490,1855.265881696188
35491,1870.8151659462092
35492,1905.7449413422103
35493,1931.7055539041335
35494,1941.8984812464757
35495,1893.7885297128212
35496,1847.1977933849425
35497,1823.5748303272815
35498,1814.343098230604
35499,1834.5722312131586
35500,1835.7404110937275
35501,1828.58677005244
35502,1819.0489656363743
35503,1846.6701009144874
35504,1873.5695942983841
35505,1896.7843019826573
35506,1897.193886159469
35507,1880.4382879861507
35508,1877.0027348416825
35509,1850.4709127292617
35510,1839.3902889968854
35511,1844.096200850123
35512,1855.416568684929
35513,1862.2173784719325
35514,1823.3470100393004
35515,1828.3417525591924
35516,1829.3497076271915
35517,1830.7686098300005
35518,1814.7573230307044
35519,1828.0512772248353
35520,1831.3216329295285
35521,1822.7365006599575
35522,1823.5260601695413
35523,1825.2429711093491
35524,1827.8741243887382
35525,1834.287299472435
35526,1844.312464899084
35527,1852.3672789031386
35528,1856.5866021392467
35529,1861.970686981847
35530,1865.2744946175594
35531,1872.5677734796152
35532,1880.2389402292013
35533,1886.6264750984706
35534,1888.1998737032955
35535,1889.529974084505
35536,1900.9853770522698
35537,1909.8332168467707
35538,1916.0269474936595
35539,1924.3986427730588
35540,1935.5475452360677
35541,1933.352832636639
35542,1925.7659963679812
35543,1917.5746236303812
35544,1913.074153477331
35545,1915.2610419225803
35546,1929.6572833173818
35547,1931.0874835809252
35548,1931.5878806090377
35549,1937.5380589230979
35550,1934.224742563668
35551,1946.5492993109917
35552,1954.179666126485
35553,1949.6809315066641
35554,1951.1910821543236
35555,1952.1796789119173
35556,1952.299495914726
35557,1948.1058514280098
35558,1949.390957521715
35559,1948.0933365140083
35560,1963.1244381300103
35561,1966.737618891292
35562,1980.1317589561177
35563,2011.9980042318446
35564,2033.2030389039828
35565,2032.4656703726173
35566,2009.6818824145182
35567,1946.0725016163683
35568,2102.6043690799847
35569,2087.852815213792
35570,1990.59982033659
35571,2015.5319880850668
35572,2019.592923571512
35573,2018.766705829402
35574,2018.098410616424
35575,2028.914092607579
35576,2039.2322618258888
35577,2063.9631054372694
35578,2082.95675194422
35579,2080.6321511009733
35580,2099.181348918423
35581,2112.131526696611
35582,2173.7799015001474
35583,2195.432491298977
35584,2214.197793650759
35585,2243.398274151081
35586,2262.7368113198554
35587,2254.0683984058464
35588,2280.315880322646
35589,2286.64611966655
35590,2299.123977264302
35591,2353.0609787744024
35592,2369.1416379441957
35593,2381.4839835919793
35594,2374.337200476055
35595,2354.8234918625635
35596,2343.989163597669
35597,2333.719150447307
35598,2322.3872515288645
35599,2313.4819161209466
35600,2313.240934194251
35601,2328.735598991339
35602,2347.1576800402654
35603,2335.107586703338
35604,2333.6950780199936
35605,2334.4422227068103
35606,2334.3623910526485
35607,2323.654293423978
35608,2334.489831167496
35609,2355.6617854419396
35610,2366.223640897091
35611,2381.5856809447314
35612,2403.3452951119802
35613,2424.3496554991257
35614,2425.8588937443815
35615,2355.440124108693
35616,2254.77081863656
35617,2232.5784911692485
35618,2225.101946713665
35619,2212.4212469091726
35620,2212.704367746078
35621,2208.48894154498
35622,2214.0928027516497
35623,2238.1233757097934
35624,2243.5869729629176
35625,2248.810543003412
35626,2254.921315409599
35627,2240.330650879285
35628,2230.2701774828483
35629,2224.6921502598225
35630,2206.000122745328
35631,2204.329713004393
35632,2203.6212927721035
35633,2209.0412386333396
35634,2210.4870400577083
35635,2211.5203076290886
35636,2217.7577313140114
35637,2212.310609657056
35638,2232.2830236165714
35639,2242.463949748527
35640,2243.427138694374
35641,2249.932803485996
35642,2255.0011857563577
35643,2251.4137879265554
35644,2244.696463077225
35645,2257.2682005546785
35646,2262.7189510924277
35647,2257.8323437394492
35648,2259.8026984316602
35649,2269.8563044906127
35650,2278.153413638658
35651,2286.2360185141683
35652,2292.4749333141235
35653,2298.8478242186293
35654,2307.9460028774997
35655,2310.237419140095
35656,2314.183581406428
35657,2337.38469924865
35658,2349.8272895989126
35659,2363.5842645567695
35660,2368.7159316490956
35661,2391.648510917141
35662,2392.838590611462
35663,2392.698408095279
35664,2403.825549457927
35665,2405.5461972947637
35666,2421.5833982193503
35667,2424.0087828820883
35668,2438.2595295853907
35669,2440.5325274497354
35670,2418.9528653410307
35671,2387.9652784469736
35672,2380.766385273977
35673,2351.5422069757856
35674,2353.2513642486388
35675,2359.7984848337196
35676,2375.255403833587
35677,2391.3404653821735
35678,2397.0445081899356
35679,2401.1499569573866
35680,2405.2257362091104
35681,2419.261512471208
35682,2418.6849670469715
35683,2427.258402961634
35684,2438.774661773149
35685,2439.734414383695
35686,2451.42304252191
35687,2465.3027310781677
35688,2490.4041791475756
35689,2513.5480042329677
35690,2506.3515996813476
35691,2499.541126862588
35692,2492.3225177944614
35693,2504.701744837857
35694,2517.082765835822
35695,2519.9958192079043
35696,2522.4026449960593
35697,2557.9665052660434
35698,2548.279973769529
35699,2542.937137278067
35700,2551.140889824848
35701,2558.218236617888
35702,2563.141467685954
35703,2564.4417699274927
35704,2529.5093064901525
35705,2526.092490500038
35706,2535.1980478443193
35707,2544.546972179673
35708,2542.847788590789
35709,2545.5663028239037
35710,2549.5907477864857
35711,2561.036332498497
35712,2579.5186120210956
35713,2564.8383635035398
35714,2574.741868920163
35715,2572.317046459017
35716,2574.457712060197
35717,2577.9897065100213
35718,2582.76710932911
35719,2589.3448317028356
35720,2591.6075642316628
35721,2598.5676284120423
35722,2599.8025785182244
35723,2616.3853697370128
35724,2630.124627763777
35725,2639.6969942255037
35726,2653.6417567066874
35727,2681.413076998048
35728,2695.5351746476745
35729,2690.6035739440945
35730,2696.976698391013
35731,2698.065354460218
35732,2712.186783379874
35733,2719.1382716053486
35734,2744.8615820150567
35735,2747.4750221884333
35736,2740.8282302273433
35737,2739.844994559322
35738,2742.8804691364867
35739,2733.603656094988
35740,2752.696037804988
35741,2764.4582829723877
35742,2751.4372812382767
35743,2743.5931851924715
35744,2746.4788790411694
35745,2768.411609091944
35746,2792.254187527747
35747,2794.6188988801528
35748,2784.149460669356
35749,2781.604222935021
35750,2781.5329012845596
35751,2785.4916496706705
35752,2786.4703076895535
35753,2789.5898895538726
35754,2792.801945522518
35755,2780.623770420486
35756,2779.2753416801675
35757,2775.35561092293
35758,2774.864752683045
35759,2777.851204990766
35760,2778.236387314618
35761,2777.49388328446
35762,2748.1084380579646
35763,2728.1945834983144
35764,2713.7160123395693
35765,2719.8207968420606
35766,2718.2133596269914
35767,2723.429309413131
35768,2733.394842862899
35769,2750.3052227994176
35770,2739.366130355028
35771,2740.343604370273
35772,2747.2633206025776
35773,2750.9199627350426
35774,2755.103688598263
35775,2752.9245419857402
35776,2751.0240807102086
35777,2756.116924040304
35778,2760.7139951757586
35779,2779.5462106370524
35780,2806.64959962403
35781,2821.7646288557016
35782,2838.3159397413915
35783,2843.730009005036
35784,2919.053084485262
35785,2893.660012797738
35786,2859.967962686001
35787,2832.2056498306893
35788,2822.0614153976007
35789,2818.309894392052
35790,2820.021904350122
35791,2819.2200836409656
35792,2821.412386217839
35793,2814.9510225469276
35794,2809.6684783450833
35795,2810.4943764262434
35796,2817.71577774197
35797,2828.3543437774297
35798,2831.223366893439
35799,2837.4966351540634
35800,2844.12327696624
35801,2849.7407914758282
35802,2855.642009987218
35803,2870.713973549485
35804,2884.883184705516
35805,2890.737231038838
35806,2892.0140564150333
35807,2906.0462863697685
35808,2917.0707933180897
35809,2915.6445888866992
35810,2906.1900069380763
35811,2889.9989654618544
35812,2872.66618667509
35813,2861.6158904695803
35814,2870.56032975332
35815,2873.9395425744224
35816,2874.39232129334
35817,2875.0318886868617
35818,2881.689585620728
35819,2874.1960155387396
35820,2869.9613628903667
35821,2879.9619444749396
35822,2882.1950782520016
35823,2887.4784978043663
35824,2891.7639171098467
35825,2909.981245385625
35826,2922.5189927473366
35827,2921.7558435380356
35828,2927.2463004564593
35829,2933.413392673948
35830,2944.335514631516
35831,2942.6076515474037
35832,2952.786250387882
35833,2967.5354714657
35834,3006.834749200918
35835,3010.28652596727
35836,2996.6958687381257
35837,2973.542961497561
35838,2958.9162739137596
35839,2962.425480483497
35840,2958.2772723441926
35841,2947.0849135774206
35842,2945.6890284305127
35843,2949.302815661635
35844,2956.241938448828
35845,2960.594981121872
35846,2976.1631807773106
35847,2977.5729794695526
35848,2986.823784502333
35849,2995.9883647571855
35850,3005.0575981906036
35851,3000.721088826234
35852,3003.235032005541
35853,2996.7568749188194
35854,2998.8858770223233
35855,3002.0331537395323
35856,3011.8880379697193
35857,3028.627032964005
35858,3041.844844832353
35859,3050.9639653800095
35860,3063.2912875860866
35861,3061.633164311916
35862,3059.153880930966
35863,3065.0908096664693
35864,3080.017797313179
35865,3092.375577580958
35866,3093.1217755760695
35867,3082.81887262187
35868,3073.362351446677
35869,3069.266573183501
35870,3074.5359534528357
35871,3081.743643056189
35872,3079.27933190832
35873,3077.5140419673057
35874,3080.0963652807227
35875,3079.881284220112
35876,3091.810956401551
35877,3092.263698872064
35878,3093.492366208126
35879,3091.395665721771
35880,3090.567136752829
35881,3061.8282106195406
35882,3039.456346826458
35883,3036.2829380941926
35884,3037.966465926716
35885,3042.2274421620236
35886,3045.817859771687
35887,3052.6907455515925
35888,3057.480640724905
35889,3058.087520083629
35890,3062.7785083240547
35891,3069.381925587618
35892,3070.243934046636
35893,3074.70558648386
35894,3075.8896538356335
35895,3079.6669765806223
35896,3088.9798601829457
35897,3094.660440052656
35898,3104.5618598391934
35899,3111.2754275440047
35900,3128.8900390607905
35901,3145.1525709432462
35902,3153.5674603708235
35903,3160.0762695998424
35904,3154.3621108792504
35905,3143.517170906876
35906,3150.8084321778956
35907,3159.266811965372
35908,3178.1194143408993
35909,3170.814451899262
35910,3195.239508074256
35911,3195.0173897024947
35912,3193.1182620815453
35913,3201.2420633210377
35914,3203.618680628374
35915,3205.854321598074
35916,3207.791742537383
35917,3213.2457712558353
35918,3221.134070644033
35919,3224.0961566555166
35920,3233.7887672332254
35921,3238.959863250871
35922,3247.7022322820267
35923,3251.5246340938243
35924,3261.866711454456
35925,3281.6193456388396
35926,3275.875366117167
35927,3323.011294064305
35928,3301.140613965974
35929,3338.883379468243
35930,3353.169326936315
35931,3362.909152427849
35932,3362.6172916138216
35933,3356.341199255534
35934,3361.669574284334
35935,3361.3649935148837
35936,3358.4748640576627
35937,3344.584610926826
35938,3290.4051773213205
35939,3281.3211987589857
35940,3281.6878855578657
35941,3281.270445718636
35942,3286.0615735486244
35943,3296.9352316684462
35944,3305.6996743699474
35945,3307.750458328381
35946,3320.235412736449
35947,3323.8375593958112
35948,3334.9628474167525
35949,3332.3592507041185
35950,3320.4877212214656
35951,3311.417172258069
35952,3304.4467203343797
35953,3307.985520794111
35954,3311.106594338703
35955,3315.3154406514454
35956,3320.5976770377647
35957,3325.6695764298656
35958,3325.3071864844233
35959,3330.269340027629
35960,3334.1469440645974
35961,3338.005370489271
35962,3345.052235817821
35963,3341.9361966533033
35964,3341.6881970221
35965,3345.35347962771
35966,3349.850066465728
35967,3356.249514980659
35968,3360.282333928336
35969,3365.79128039816
35970,3372.9981439784383
35971,3374.631998274577
35972,3379.0565495633086
35973,3381.1694182490223
35974,3388.1718441192993
35975,3384.252450787525
35976,3387.7059762633558
35977,3388.133786474269
35978,3389.294089658289
35979,3402.850910764756
35980,3412.6035577589932
35981,3416.666394612557
35982,3422.01069109704
35983,3434.8568206650566
35984,3435.402576615063
35985,3421.0904844256743
35986,3404.358493028436
35987,3405.843927071132
35988,3411.8569152795576
35989,3419.741351874276
35990,3421.548258465543
35991,3427.4973906217137
35992,3438.630656773683
35993,3457.7177143693516
35994,3485.491649055527
35995,3495.694810163869
35996,3494.819821268612
35997,3499.50882642496
35998,3493.9263548335625
35999,3501.5238462818015
36000,3510.889312382214
36001,3516.2490462719106
36002,3524.437680092649
36003,3525.3918338923
36004,3534.9784563733774
36005,3545.7684508594407
36006,3545.0984294090567
36007,3545.213492091049
36008,3551.484842702152
36009,3548.0505607774676
36010,3561.478482094453
36011,3557.197948820941
36012,3559.272606646602
36013,3558.7413556364145
36014,3563.3450112515175
36015,3576.9440173399494
36016,3593.4176417305007
36017,3595.952933496603
36018,3620.8818135506826
36019,3658.5108712334727
36020,3707.2411511833807
36021,3722.2599745408434
36022,3638.5757672687832
36023,3613.5297616470957
36024,3710.175435419196
36025,3665.7000777880103
36026,3639.5518660883045
36027,3603.081572748582
36028,3579.398284872565
36029,3579.727595520881
36030,3588.6977999269848
36031,3606.109472508786
36032,3596.273465931028
36033,3593.084788236752
36034,3592.384600373633
36035,3588.8324292841485
36036,3595.2654191141505
36037,3597.387669072249
36038,3600.2058040562933
36039,3607.2549229410747
36040,3612.4422975464136
36041,3623.8019664428584
36042,3651.103613260772
36043,3667.1426561185035
36044,3679.1481977437566
36045,3689.1753446798953
36046,3692.0470091513757
36047,3670.808341490269
36048,3648.909603197458
36049,3678.1204673968587
36050,3710.2836844353606
36051,3712.363850003006
36052,3700.193930795777
36053,3684.4634752586257
36054,3673.8783827744846
36055,3665.4859191903347
36056,3663.91860397664
36057,3669.707715898113
36058,3682.3327385668235
36059,3689.118250003336
36060,3708.663516245611
36061,3721.752093095177
36062,3735.588776232761
36063,3736.2160955327454
36064,3734.5570612977735
36065,3758.588457610489
36066,3776.558785390639
36067,3775.304695933947
36068,3774.755442040449
36069,3773.559400451835
36070,3761.2918019301615
36071,3777.4026023271945
36072,3797.456384992699
36073,3804.5513886871595
36074,3817.7545770149372
36075,3801.707440189619
36076,3792.3723741386934
36077,3796.2279349162295
36078,3801.268514061404
36079,3793.875055677427
36080,3775.6198407071583
36081,3761.5636333353978
36082,3755.5429829788495
36083,3770.0963923783647
36084,3769.886091443873
36085,3787.5919372684125
36086,3803.32794232124
36087,3801.2457212093523
36088,3816.1115227931373
36089,3842.9707475675814
36090,3884.2786496047893
36091,3895.7373732038304
36092,3885.653765209441
36093,3891.598026393113
36094,3900.5683327262805
36095,3937.1087586017
36096,3945.1293459434055
36097,3938.767600707087
36098,3956.5506077687337
36099,3952.9044778008024
36100,3956.5852749935975
36101,3977.2633444515204
36102,3982.964139029125
36103,3973.8936001835514
36104,3997.4364830766763
36105,4008.8727384359554
36106,4014.2687346543175
36107,4024.3400444489034
36108,4039.363509576787
36109,4035.1072628724405
36110,4032.528339122562
36111,4034.5355279609175
36112,4034.1460974674314
36113,4051.0696527719615
36114,4072.9039104031276
36115,4084.922920676103
36116,4103.166455634588
36117,4120.668759960046
36118,4150.086993098912
36119,4160.735885893639
36120,4160.008805576795
36121,4107.934201838281
36122,4075.328840012545
36123,4031.3814176053033
36124,4023.2428131106067
36125,4021.2797209229034
36126,4019.4356416496616
36127,4021.870528931518
36128,4021.1279609814715
36129,4024.661959125093
36130,4026.6700938258905
36131,4036.31223541016
36132,4045.8432312655514
36133,4068.2766992607235
36134,4074.286843190398
36135,4089.367208037049
36136,4104.876525549639
36137,4109.501913073133
36138,4124.899853758742
36139,4160.352478329088
36140,4230.999770097425
36141,4282.961682356719
36142,4249.859957582012
36143,4261.741812463024
36144,4272.681346991758
36145,4212.821588167744
36146,4204.9342971745655
36147,4185.653129860646
36148,4173.759530635167
36149,4174.715178765162
36150,4172.055800062061
36151,4185.702871738169
36152,4170.663889034046
36153,4158.112263737577
36154,4162.310904980163
36155,4162.5560695662025
36156,4172.021149935246
36157,4211.017325465892
36158,4239.148033561155
36159,4237.807934408073
36160,4227.349701075594
36161,4225.224112272162
36162,4215.412565050219
36163,4194.832903548786
36164,4197.344393841159
36165,4201.5881650279725
36166,4214.06925383742
36167,4216.706441383711
36168,4236.929534241537
36169,4248.03928993054
36170,4251.430717307203
36171,4260.258929488759
36172,4258.63980502558
36173,4253.30927111233
36174,4255.461038084411
36175,4263.657996346471
36176,4254.617511429775
36177,4239.994411310994
36178,4197.480276398252
36179,4187.268002290204
36180,4171.207222100424
36181,4163.015100832595
36182,4162.3263235126915
36183,4182.204854342006
36184,4197.3704085826985
36185,4193.964506455842
36186,4224.115631862576
36187,4239.009343955428
36188,4244.075040860147
36189,4250.747210901003
36190,4254.156431904216
36191,4247.218222455326
36192,4244.820524940819
36193,4246.664847430207
36194,4225.803731165089
36195,4232.415442582782
36196,4219.740849297805
36197,4217.274588194764
36198,4232.796193916591
36199,4239.10045421839
36200,4233.910627188682
36201,4228.327912253404
36202,4219.500723305443
36203,4198.0533806782605
36204,4176.674117133188
36205,4174.417337496972
36206,4183.248440907151
36207,4179.626210865642
36208,4187.051953597209
36209,4186.21314848118
36210,4191.322097000612
36211,4198.273270406802
36212,4205.5720104780485
36213,4211.521919352359
36214,4220.372522042246
36215,4235.661857799822
36216,4230.086645735178
36217,4222.271630369233
36218,4209.211170997786
36219,4216.722128244016
36220,4223.844541369782
36221,4224.0823330183875
36222,4228.345496083017
36223,4232.864848518622
36224,4240.554658241933
36225,4243.445592123346
36226,4249.250556608151
36227,4256.480172159609
36228,4253.57233856072
36229,4259.73694562958
36230,4263.14416057974
36231,4271.370430832467
36232,4278.846023883264
36233,4289.73621774493
36234,4296.473584962566
36235,4316.18490321378
36236,4340.097266236465
36237,4343.594863607065
36238,4340.348522937708
36239,4365.4768380319865
36240,4423.827458379446
36241,4386.561737135474
36242,4378.087669996916
36243,4404.666119104697
36244,4431.404843879119
36245,4445.317471941443
36246,4431.072658235673
36247,4417.600937434495
36248,4375.013131843936
36249,4402.486307573644
36250,4396.0025529893255
36251,4387.324152750458
36252,4367.506960408158
36253,4355.985912985245
36254,4359.12891873091
36255,4367.06958720313
36256,4374.831714084288
36257,4379.898890301585
36258,4397.8014885178045
36259,4406.924213764597
36260,4432.443674751637
36261,4439.333006661974
36262,4458.24530412807
36263,4456.275400430244
36264,4462.944425780571
36265,4464.049115871302
36266,4466.8011351658415
36267,4471.11406223464
36268,4474.847232860901
36269,4485.9799845369125
36270,4499.702525861322
36271,4514.78914389804
36272,4518.275690919373
36273,4515.103199314832
36274,4526.585950359694
36275,4538.053288978735
36276,4543.334567053067
36277,4549.28220922656
36278,4553.687926229643
36279,4559.228345476828
36280,4574.87342740775
36281,4605.270317846995
36282,4614.007321162186
36283,4625.66532630061
36284,4638.767002515847
36285,4661.478549749299
36286,4661.360899681096
